rating,reviewText
Olumlu,bask bir yer aldim apple dan gect inani sade gun alisma sure var sonrasi dehset hizl bir telefon parasin son kadar hakediyor
Olumlu,cihaz ay kullanıyor kullandık sonr gözlem tecrübe dayanarak fiyat performans kelime karşılık veren bir ürün şarj kullan gör max gün gidiyor şarj olma rakip muadil hızl ortala dk doluyor ön kamera biraz düşük performans ark kamera olay bambaşk bir hal alıyor kamera yapay zeka destek renk canl uygula çökm meydan geliyor fakat ar ar gelen siste güncelleme yaklaşık son haf çökm sor yaşan donan anlayan anlamayan snapdragon işlemç gb ram min yıl cihazın hız sıkıntı yaşamaz kutu ark kapak koruyacak şekil plastik bir kap geliyor ön cam tam kaplayacan bir koruyuç cam kullanma önerir
Olumlu,fiya alınabilecek iyi telefon uzun yıl apple kullan android iyi bir ürün olduk düşünüyor
Olumlu,yaklaşık ay kullanıyor hız performans kamera açıs muhteşe hel fiya özellik başka bi model var bilmiyor gönül rahatlık alabilir ben ok memnu
Olumlu,fiya iphonex e kaf a bir telefon zerr tereddüt etme gerek yok
Olumlu,sene iphone kullanıyor ilk fark marka alıyor ıphone alacak xiaomi bir marka duyt ay boyu araştır al telefon açıkça memnu kullanış bekledik kadar iyi pişman değil tam kamera hoparlör hız güzel telefon gün elim gelt yurtiç kargo iphone yer kesinlik telefon al bir problem var o kamera uygulama ba kötü snapchat instagra ben sıkt i̇nşallah bir çöz bulur telefon yıldız veriyor kulaklık olsa verir kamera sıkıntı olmas
Olumlu,telefon alma önç iphone s kullanıyor gerek batarya gerek kamera performans ar yeter değil android sistem geçmek istiyor uzun araştırma sonuç telefon al yaklaşık ay kullanıyor arkadaş öncelik telefo işlemci gerçek iyi hızl güncel teknoloji destekliyor konu kafa ufak sor işare kalm batarya ben oyun oynamıyor normal kullan gün rahat gidiyor hızl şarj özellik harika ekran parlaklık gayet yeter seviye kamera performans memnu son güncelleme birlik geç çekim harika olt fps ağır çek seçenek iyi iş çıkartıyor miui arayüz kullan kolay akıç nere işler rahat halledebiliyor eksik yön benç kablos şarj su dayanıklılık ols iyi olur genel olarak fiya alabilecek iyi telefon diyebilir sade fiyat ötür düşük puan veren arkadaş anlamıyor telefon iphonex den performans arkadaş on fiyat malum
Olumlu,yaklaşık yıl xiaomi kullanıcı mi not mix model kullan şuan aktif olarak mix model kullanma devam ediyor aylar bakıyor inceliyor genel olarak marka deli kişi olduk gört ilk zaman ben kötü gözl bakıyor sor yaşar bozulur vs iç kuşk var kullanma bilemez telefo gorilla clas ekran teknoloji var ne merak e arkadaş şun söyle samsung iphone huawei telefon çok özellik yok kar amaç gütmeyen bir kuruluş özellik gelecek olur ekra kırılma önleyen ekra dayanık olma önleyen bir özellik mix modelinde mevcut abartıs ker düşür sert şekil düştük zaman olt sor yaşa kar amaç gütmeyip kalite biz sunduk xiaomi aile teşekkür eder gönül rahatlık alabilir şiddet tavsi ediyor pişman olmayacak bir marka telefon yak zaman alma düşünüyor teşekkür
Olumlu,kesinlik yorum bakmay xiaomi telefon baş sade kar kalıyor özellik sahip fiya sahip hiçbir telefon bulamaz alacak göz kapa als
Olumlu,kulaklık ses çıkış güzel inceleme deginmiyor genel
Olumlu,sal gün ber kullanıyor araştır bun karar kılt iphone kullanıcı i android kullanıcı olt memnu ben önem olan fotoğraf çek bun hakk veriyor çekim canl arayüz geçiş hızl amiral olma ben çekt ses kalite görüntü güzel fiyat gör iyi iphone x kati olduk kes parmak okuma iyi android hakk önyargı var kullan bun yers olduk anla şeffaf kap olma kullanmay müthiş kaygan ar ben m im var sim kart tanımıyor sorun halle kadar biraz uğraş on çöz ekran kapa i saatim görünme şık duruyor olay store dan mi feet indirir ad sayar vs spor sağlık aktivite başarı şimdilik sık yok satıç firma gayet iyi al ime sorgulama unutmay alan hayır ols
Olumlu,telefon ufak sık yok dayanıksız toz alıyomuş inanmay telefon sade işlemci alır be snap dragon iyi işlemç ner telefon almak düşünülecek yooooooookkk gönl rahat olsun_
Olumsuz,telefon büyüdük bataryasi küçülüyor bun anlamak mümk deyi̇l i̇nci̇n üzeri̇ndeki̇ bi̇r telefon mahlik bi̇r batarya takmak hem çak ner bi̇r i̇nsanin bütün i̇şlemleri̇ni̇ i̇nternet üzeri̇nden yaparken bataryayi hi̇ç önemsememelri̇ akil i̇şi̇ deği̇l sinifta kaldilar resmen
Olumlu,ürün hızl gelt xiaomiye diyecek söz bulamıyor zaten mükemmel
Olumlu,telefon ik haftadir kullanıyor sarji normal kullan ik gün gidiyor arayüz bir harika kullan kolay fotoğraf çek süper profesyonel fotoğraf makine
Olumlu,ürün tam anlam mükemmel i̇çindeki donan bakıp telefon paha demek benç pek doğr değil kötü yor yapan aldanma alabilir kamera tek kelime mükemmel tek kötü yan servis gerek bir işle ithalatç firma bağl olunma
Olumsuz,ben kadar hızl şarj olan telefon asl kullan düşünme al pişman olmıcak
Olumlu,başka bir firma al ay takip ett fiyat değiş olma haf kullanıyor muhteşe herşey akl almak var düşün alabilir
Olumlu,alıp ta memnu kalmayan yön şikayetç yazar memnu olur
Olumlu,ay telefon kullanıyor öncek telefon samsung note fan edition mode günlük kullan bir performans fark yok samsung ekran net parlak telefon kullan menü rahat ikinç ekran hızl tuş kilitle çift uygula büyük ekran artı var ayrı şebek çek konuş kalite iyi tavsi eder
Olumlu,yaklaşık ik haf kullanıyor hiçbir sor karşılaş fiya alınabilecek iyi telefon yıldız veren fiyat düşük olma ver önç bi bak fiya özellik başka bir telefon var mi
Olumsuz,tama özelik güzel fiyat kadar pahl olmaz bi ikinci su toz karş değil fiyat düşme bekleniyor
Olumlu,ürün üç haf önç al üç haftalık kullan sonrasi sor karşılaş tek sor ithalatç garanti veren firma ritzy bir firma biraz araştır hak iyi şey göremez ürün şuan soruns çalışıyor yar sor gosterme teknik servis sor yaşayabilir alacak olan dikkat ets söyle
Olumlu,mükemmel kali̇te şik performans uygun fi̇yat
Olumlu,öncelik telefon süper akıç şarj gün gidiyor kamera güzel çekiyor özellik sanır telefon kullanıcı önem ozellik son xioami dedik be on par verme dur yıkıl herkes alma başl araştıran özelik kullanan insan zaten bilip alıyor fiyat performans iyi olduk markaç sekilci yavaş yavaş boş par verme anlams olduk anlayıp birer birer tip marka yönelme sevindiriç azın rekabet piyasa degisir fiyat politika duzelir
Olumsuz,öncelik yıldız verme neden büyük eksik olma bun önem kıyasla site bakt hiçbir xiaomi model su toz dayanıklılık yok mi mi mix s amiral gemi cihaz çıkarıyor bi ip sertifika yok üstelik rakip bun sene önç yapt mese mi amoled ekran bir süper amoled bil değil hat mi mix s hal ips ekran kullanıyor mi mix s in ön kamera mp cit bir amirale yakışmayan fotoğraf çekiyor sü kutu kulaklık çıkmıyor üstelik kulaklık hat mobilya ev eşya kadar üre bir firma kullanıcı bir kulaklık görüyor bir ayıp benç art su toz dayanıklılık olmayan bir telefo kulaklık giriş kaldır xiaomi sen bun bir düş benç
Olumsuz,öncelik merhap yorum okut bir kiş övüyor bir kiş sıkıntı açıklıyor fiyat konu biraz fazl tek bir sormak istiyor mi hangip bir uygula girildik uzun sür kalındık başka bir uygulama girdig ilk girildik uyum görün çıkıyor afif bir gör teşekkür
Olumlu,abi telefon şimdilik muazza kargo gelt anla doğu yasam rağmen ner bir buçuk gün iç gelt hızl ser şık göz alıç tavsi eder bakal yin donece siz teşekür bura
Olumsuz,haf cidt araştırıp al telefon iyi mate pro alınır deta takilmayi
Olumsuz,hafta tane mi sipariş et bir netflix uygulama çalışırken diğer sür desteklemiyor diyor güncelleme yap değişen olmuyor
Olumsuz,fiyat performans ürün olarak satılır şuan hiçbir avantaj yok alt inme alınmaz
Olumlu,ürün global sür yükl olarak gelt kutu paket çeviriç priz bantlan olarak gelt ritzy garanti miui olarak gelt miui güncelleme yapıyor an android herhangi bir sor karşılaş pubg oyna el hdr ultr özellik akıç şekil oynanabiliyor ısın fark etme bir buçuk saatlik pubg den sonr kadar bi şarj kalt
Olumlu,telefon kullanış olarak iyi el iyi oturuyor telefon hızl donm vs yapmıyor kamera efsane eksik ön kamera flaş yok kızılöte sensör yok xiaominin alt model olan flas kızılöte sensör bun olmama büyük eksiklik kamera kadar iddia olan bir telefon yakış flaş olmama
Olumlu,yorum okuyor ay ber mode kullanan olarak olums yor yazanlari hiçbir gerçeklik bula yok oyun banka uygulama kaldırmıyormus yok ar yüz değiş bir özellik kalm şekl çamur atma var mi değer tamam hakediyor full kullansaniz dahi şarj gün çıkartıyor yüz tan parmak iz sikintis çalışıyor kamera hel diyecek hiçbir söz yok yıl xiaomiciyim kullanici mi note mi mi note x mi son olarak mi i kullanıyor diğer telefonlarim bozulduk degistirdig düşünmey heps es dost annem baba vert çalışma devam ediyor sade mi in batarya değiştir ara mi i kat beton zem düşür aşak iner kork inmis telefon ekran kırılma bırak cizik dahi oluş xiaomi sade kar mantık güttük müddetç aynı kali diğer marka fazl par vermek mantık değil kali bozulmadık müddetç xiaomi yle devam
Olumsuz,mi note kullanıcı büyük bir heves al bir sür sonr anroid güncelleme al telefon saçma arayüz bozul stabi git progra ha vert stabil soruns çalışma ben önem sinirlen gidip samsung s plus al gerçek xiaomi kent soğut tama şarj performans iyi ancak arayüz tema verims hale geliyor progra ha veriyor haz alamıyor cihaz mi note ü ara resmen şebek sorun wifi sorun caba tavsi etmiyor pocophone denenebilir
Olumlu,ürün güzel kullan iphone lar pratik hız mükemmel pubg oyun hiçbir sık yaratmıyor doğr kulanıldık hiçbir sık yaşanmayacak ay kullanıyor memnu
Olumlu,yıl sade apple kullanıyo konu tartışma bil açmıyo apple bayi olan bi arkadaş tavsiye üzer baya araştır kullandık gün türl şey test ett sade fiyat performans olarak değil genel olarak memnuniyet veriç bi ürün ol son test cihaz ömr olacak hadi bakal firma cihaz tam dedik gün er saat tesl ett ambalaj özen kut içerik eksiksiz teşekkür eder
Olumlu,telefon ilk aldık şarj bitiren kadar kullan sonra yaklaşık saat falan sarj kalt şarj telefo ekran sarj olurken saat dk kalt yazıyor sarj saat dk kalt yazıyor telefon herhangi bir problem yok uygula çalışıyor su an şarj gün gidiyor kargo bır sık yasan kulaklık zaten çıkmıyor özellik söyleme gerek yok
Olumsuz,samsung s plus s plus sonr telefon al at inip eşek bin olt çift hat kullandık ik telefon taşımak istemedik al samsung çift hatl telefon sor olduk form okumuş telefon donan olarak yön üst olabilir ancak yazıl olarak geri yüz okum lokasyon hindistan ülke seçi geliyor samsung dan geri i̇ris okum yok nap ölçer sensör yok tek hat kullanacak önerme
Olumlu,henüz yen al pil başarı hız mükemmel arayüz özellik ben ios tan geçiyor rahat kullanış kamera olarak ben beklenti fazla karş geç çekim biraz iyi olabilir kısaca piyasa amiral gemi nitelik fiyat fay anlam alınabilecek makul ürün ben yıldız vermiyor sar değer dola iphone lar anla iyi değil
Olumlu,önce ben mi var on kardeş verdik sonr mi e geçt aylar kullanıyor ker bil donm kasm yaşa maşallah gerçek başarı bir telefon uygulama oyun son ayar kasıyor hiçbir sık yaşa güncelle ufak tefek sıkıntı çözt kamera performans güzel ultr değil fazla iş görür çekme bilmek gerek bun sonra xiaomi hariç bir telefon kullanma büyük ihtimal tavsi eder mis kesinlik kullanan olarak evet
Olumsuz,yazıl özür bir telefon pubg bankacılık uygulama sıkıntı whatsapp instagra bildirim gelmiyor rehber çift kayıt sor var süper amole yanma muhtemel alacak on gör karar vers samsung zibilyon tane model çıkartıp yazıl destek vers güncelle yen sorun gep ben pişman olt
Olumlu,telefon güzel laki yazılımsal olarak eksiklik var ilk çıktık güncelleme eksiklik gideriliyor kamera konu yazıl biraz geliştir yapılabilir
Olumlu,i̇ndirim bekliyor indirimmmmmm kiş pusu
Olumsuz,ay önç telefon al kulaklık yok iç müşter hizmet ara iç kulaklık olmuyor alan kardaş dikkat ets iç kulaklık yok
Olumlu,f p olma fiyat uygun olma gerek ancak ay kullanıyor benç harika bir telefon hız açıs bakar performans iyi kamera fena değil snapdragon olma art yön birsür özellik var gerek gereks i̇nternet hız iyi donm vs kaç olt parmak iz yüz tan özellik soruns hızl ekran göv oran iyi çentik çentiks şekilde kullanabiliyor şarj süre kullan bağl oyun vs uygulama vakit geçirir gün ancak yetiyor şarj normal şart gün şarj tutuyor mi̇ dan sonr bi tık yukar diyebilir alacak şimdi hayır ols
Olumlu,fiyat tam alınabilecek dur gel güzel ürün
Olumsuz,yıl apple kullaniyor uzun araştır son mi alma karar vert bir haf kullaniyor henüz tam alış değil ilk izlen ios kadar karar soruns bir yazılımi yok bir sür hata karsilastim güncelle yapmıyor play store hata var yük boyut dosya indiriyor bağlantı ufak kesinti ha verip bütün indirdik ver boş git kaç ker tarayıcı hata var resim video ekran gör tam ayarlayamiyor karars çalışıyor android sürüm güncellemek iste bin yazıl var hangi soruns tartışıyor insan ayni ozellik apple alma kalksaniz bin lira yak par verme gerekiyor tercih siz
Olumlu,bircok alan gayet guzel telefon
Olumlu,telefon süper anlatma gerek yok görüyor kargo hariç mükemmel hizmet kargo gün geç getir sade
Olumlu,ek tarih al kargo gün gelt kutu hafif çizik yıpran var sık olma cihaz sapasağla elim ulaş hepsibura güvence var düşünme al der kesinlik müşter hizmet hayran kalt elin geldik yardımç oluyor ci̇haz hakkinda fiya iphone x mi istiyor x değil xxx ols bil iyi olacak bir cihaz var donanımsal ols yazılımsal ols kesinlik diğer telefon taş çıkarıyor diyebilir cihaz taze olduk ufak tefek hata olacak eksi görüp artı görmemek aptallık olur tasar ols hız ols efsane bir cihaz kesinlik tavsi eder sade akl bul sıkılır satar düşünce var almayi kolay kolay satamaz
Olumlu,cihaz gün kullanıyor performans olarak mükemmel ağır oyun full kali soruns oynatıyor herhangi bir şekil donm yavaşla yok pil konu gelir normal koşul çift hat çalışırken tam gün rahatlık çıkarıyor yazilimsal sorun var bazen an menü kilitleniyor çalışmıyor bazen rehber erişemiyor kapat aç yapmak zor kalıyor gelel önem konu kamera üzer veriyor öyl mükemmel değil huawei kullaniyor once bir p değil anç ols ols mate li kadar iyi diyebilir kamera yazılımsal eksik var sonuç olarak para hakk veren bir cihaz fiyat düşün iyi bir cihaz
Olumsuz,ürün iyi yaln geç gelt tam hafta gelt tek sor
Olumlu,haf kullanıyor i̇lk çin iş telefon al korkuyor bekledik iyi ben iphone den oldukç artı var telefo artı hızl ekran kullan oran iyi ekran parlaklık iyi dokun hassasi iyi hızl şarj oluyor şarj dk saat şarj uzun gidiyor ben kullanım iphone gün mi nere gün mi nin kent yazıl menü başarı sürek açık ekran oldukç iyi bir şe fotoğraf kalite iyi i̇sterseniz portre mot yüz güzelleştir yapıyor photoshop çıkıyor i̇şlem hız iyi ben oyun oynamadık fazl yor yapama yüz tan parmak iz sensör hızl orjinal kılıf çıkıyor reng karizmatik eksi benç ağır büyük gr ekran büyüklük bir tercih ols iphone yi kibar kullanış buluyor kulaklık giriş yok büyük eksiklik iç çıkan dönüştürüç kulaklık takılıyor şarj esna kullanamıyor kap duruyor kablos şarj yok mono hoparlör dış ses kalite iyi değil normal
Olumlu,i̇phone dan sonr mi ye geçiş yapt gele gün olt an memnu telefon güzel ekran boyu kalite boş durmuyor tatmimn ediç fiyat performans olarak oldukç etkileyiç alma mnce ba incelemiş an sık yok ilerleyen zaman memnu kalacak düşünüyor
Olumlu,güzel bir ürün
Olumsuz,mi kullanıcı alma önç iyi sorup soruştur kullandık bir sür sonr kilit ekran donanımsal ekran patlama oluyor xiaomi dur el atan kadar tavsi etmiyor
Olumlu,ürün alal haf olt memnu türl ihtiyaç karşılıyor yıl iphone kullanıç hemen hemen model dene kadar keyif verm androi geçt inan yıl i̇phone savunucu kullanıcılık telefon kullan kent yük yaptık düş gerek kamera gerek hız muhteşe marka olarak epey ön yarg yaps muazza bir telefon huawei p pro ara kalmış i̇yi telefon al diyor sade kulaklık çıkmama üzüç ols on bişey olmaz bir fotoğrafç olarak yazıyor kamera harika ark bulanıklık canon nikon ayrı gönderici teşekkür eder yurtiç kargo gönder sağl pakeleme iyi
Olumlu,ürün gayet güzel fakat express kargo biraz yavaş on hariç herşey başarı telefon anlatma gerek yok zaten kent anlatıyor
Olumlu,mi i düşünme sipariş edebilir ayrı hızl teslimat hepsiburada bur teşekkür ürün global versiyon olarak geliyor avrup şarj alet bir delta garanti alt
Olumlu,fiyat performans alınabilecek iyi telefon birtane
Olumlu,süper bir telefon piyasa iyi hepsibura yaz olduk gönder tarih önç gönder teşekkür
Olumlu,telefon biraz kargo geç gelt ürün oldukç özen paketlenmis telefon zaten performans telefon teknoloji biz buluşturan xiaomi hepsiburada teşekkür fark birkez göster
Olumlu,cihaz xiaomi nin amiral gemi fiyat yük bulan şekil baks ola diğer marka amiral gemi gör uygun mi yazıl eksik ols xiaomi güncelle destek sürek destek veriyor cihaz gerçek sağla öncelik kamera pil işlemç yeter kali fiyat donan olarak tam bir kullanıç dost ev yetişk hep marka olt hep memn xiaomi telefon ar tek marka
Olumlu,cok iyi
Olumlu,bura teşekkür mi ilk etap garip basit bir telefon olarak geliyor araştır bir kişi internet üzer aldık memnuniyet karşı alma karar vert sipariş ett gün iç tesl al an kullanıyor gayet başarı iphone x hiss veriyor fiyat baz alır benç iphone x ten üst diyebilir fiya telefon efsane önç iphone kullanıyor tereddüt ett iyi al tavsi eder
Olumlu,efsane cum indir al ithalatç garanti fakat global versiyon olarak gelt gayet hızl bir teslimat olt
Olumlu,selam arkadas sahane cuma aldig mi im global versiyon bl kili kapali tam orjinal ur gelt bur yorum bakilirsa chin rom ustune bl kili acip global rom atmislar oyle olsaydi iade edicek fakat sikintis gelt satici tavsi eder global versiyon satma devam eder kargo herzamanki facia
Olumlu,al ürün gün gelt memnu uzun yükleme bil kadar kıs süre yapıyor umar bir arız ya herhangi bir problem karşılaşma ıpone almak mi almak ekonomik olarak avantaj ve kamera konu zaten ıpone a gör iyi fark kullanan anlayacak tavsi eder herkez
Olumlu,telefon sipariş gün sonr gect ürune geli iyi al gayet guzel gayet hizl para hakk vert
Olumlu,satıç hepsibura seçerek al hemen kargolan gelt üzer miui yükl türkç dil yokt güncelle kontrolü yaptık miui güncelleme al global rom yüklen olt doğal olarak türkç destek gelt fiyat paha diyip yıldız veren aldırma bütce fazl değil alınacak iyi telefon şarj dönüştürücü kutu ekli
Olumlu,mi elim ulaş şarj dönüştürüç yokt sonr kargo gönder güvenilir satıç teşekkür eder
Olumlu,fiyat paha gelebilir fakat fi̇yat performans oran piyasa diğer telefon kıyas gayet uygun bir telefon özellik gelecek olur kamera gerçek iyi i̇şlemcisi zaten son teknoloji kullan snapdragon ozellik hiçbir telefon kıyaslamaniza gerek yok el mebla var düşünme al ben memnu pubg alacak olan arkadaş merak etmey sade pubg değil ön yil boyu pubgden yük ram gerektiren oyun dahi açar akılınizda şüph kalm
Olumsuz,fiyat ateş paha olduk iphone dan vazgeçip xiaomi kullanma başl telefon rezalet bir sür kronik sor var kamera anlatıldık güzel değil ekstra hiçbir özellik yok iphone x çakma duruyor ayrı diğer telefon hiçbir ekstra özellik yok benç alma değmez bun yer son model bir iphone alıp uzun sür kullanmak mantık seçenek olacak iphone alma para yetmiyor bil samsung marka telefon bakma önerir azın bun iyi zaten çin mal telefon güzel şey beklemek ben hata asl önermi̇yorum
Olumlu,sipariş art erte gün elim ulaş ürün iyi paketlenmiş yan dönüştürüç priz gönderilmiş ürün kullanış fonksiyonel herk tavsi eder
Olumsuz,arkadaş kamera abartılacak kadar iyi değil laki performans olarak diğer telefon hava atar yer düşme ker oper hız telefo diğer adi seçim önç al der fiyat yükselecek
Olumlu,arkadaş bin tl vererek iphone xr den güzel bir telefon alıyor bun em ol yıl iphone kullan şuan lanet ediyor iphone a kaçırma alma lazım yoks iler pişman olur yıldız veren falan ttakmay
Olumsuz,fiyat cok yuksek
Olumlu,telefon geçen haf sipariş vert erte gün elim ulaş telefon gayet güzel paketlen şekil gelt teşekkür ediyor ürün gelir ürün bir haf kullanıyor bir sorun görm gayet güzel çalışıyor alacak arkadaş boş mağaza paha almas bura uygun gönül rahatlık alabilir ben yor kadar alacak al arkadaş hayır ols gül gül kullans diyor
Olumsuz,fiyat paha on dış iyi i̇nsanların xioaimi yi tercih neden ne uç fiya paha olan imkan sağlama avantaj kaybettik an döner samsung a iphone kadar basit
Olumlu,başarı ur
Olumlu,anlatma gerek yok görüyor mükemmel
Olumsuz,cihaz global rom gelmiyor çin roml üzer işle yapılarak türkç yüklen bl kili açık olarak geliyor bilg ols bl kili açık olduk direkt garanti dış sayılıyor delta hariç sıfır söz yıl garanti garantis bir cihaz al oluyor araba spotify ya youtube müzik din ara takılıyor bildir görünüyor mesaj gel oluyor herhangi biş geldik sonr on screen display çalışmıyor şimdilik gördük yazılımsal eksiklik bun umar güncelle düzelir
Olumlu,hızl tesl al cihaz gerçek kullan hiss olarak teknik özellik olarak başarı cihaz aldık gün sonr cihaz kayıt dış olduk tespit edil kapatılacak mesaj gelt ancak gün sonr ime numara iç kayt yapıldık gört panik olmay
Olumlu,ürün artı f p oran kadar köfte ancak xioami donan verir fiya gb ram rom oldukç iyi kamera üzer alır diyebilir batarya gün rahat çıkartabiliyor ekran görüntü kalite or denilebilir mesela bir samsung s etmez ancak samsung hızl bir arayüz şarj hızl denebilir gps çift gps olma konu ön çıkıyor parm i̇zi hızl parmak koyduk an kilit açılıyor haparlör yeter seveye ürün eksi esk bir samsung kullanıcı olarak ui arayüz yavan örnek alarm widget yok hav dur gps ten kon bulmuyor şebek üzer görüntü görüş yapılamıyor kut iç kulaklık çıkmıyor telefon kulaklık giriş type c olduk var esk kulaklık ancak dönüştürücü kullanabilir göz tarama olmadık yaz okurken sürek kilit ekran devre giriyor pil değiştirme unut kargo kadıköy üsküdar gün kaplumbak getir iyi sipariş verdik gün sonr elim ulaş gebz üsküdar hepsibura dan yaptık son alışveriş kargo maalesef sorun olt telefon hepsiexpress getir ürün kadıköy e perşemp civar giriş yap üsküdar a ban ancak pazarte ulaştırıl cum gel siz ulaşa yalan başka bir vehamet hepsibura kargo konu acilen tedbir alma
Olumlu,hepsibura satıcı aldık ürün saatte ankar tesl edil paketle sağla ürün soruns şekil elim ulaş telefon gayet şık gayet hızl yaln ürün ilk geldik miui sürüm güncelleştirip miui a güncel stabil çalıştık hissedecek teşekkür hepsibura
Olumlu,alma değer telefon
Olumlu,cum gün tesl al tek kelime harika ime kayıt gelt ben beğen
Olumlu,haf kullanıyor gün saat pub g oynuyor sosyal ağlar sık kullanan olma rağmen pil kullanım baktg saate yak ekran süre görüyor buçuk gün çıkarıyor kamera diğer özellik zaten açık anlaşılır parmak iz tarayıcı başarı tek eks yön bölge türki seçi yüz tan çalşmıyor muhtemelen güncelle çözülecek alınır vall arkadaş akraba önerebilcek bir telefon
Olumlu,ürün güzel fakat bazi programlari yükleyemi̇yorum engelli̇ herhalde mesela google launcher yüklenmi̇yor samsung gear programi yüklenmi̇yor sanki̇ xiaomi̇ bi̇ze telefon eşanti̇yon verdi̇ ben özgürlük i̇sti̇yorum arkadaş beni̇m yeri̇me ürün ni̇ye kisitlam koyuyor bun dış ürün kalite memnu
Olumlu,iyi
Olumlu,telefon performans olarak gerçek harika bin deng telefon varken fiyat olarak iyi hepsiburada al geç sipariş vert sabah kap gelt
Olumlu,i̇yi
Olumlu,telefon şiddet tavsi eder fakat ben aldık telefon kayıtdış çıkt hepsiburadayi ara halledecek ler söyl
Olumlu,ürün bir gün gecikme gelt uzun sür araştır çok ürün kıyasla yaptık sonr alma karar vert türki mi shop fiyat hayal kırıklık olduk hepsibura dan almak mantık kazanç fiyat bil yük türki şart özellik telefon fiya almak kolay değil ios dan sonr ilk android e geçt alışma çalışıyor bun dış diğer telefon iyi özellik topladık gerçek kullanış alma değer
Olumlu,telefon iyi güzel fakat ime kayıtdış gün içeri kayıt yapılıyor
Olumlu,ürün artı f p oran kadar köfte ancak xioami donan verir fiya gb ram rom oldukç iyi kamera üzer alır diyebilir batarya gün rahat çıkartabiliyor ekran görüntü kalite or denilebilir mesela bir samsung s etmez ancak samsung hızl bir arayüz şarj hızl denebilir gps çift gps olma konu ön çıkıyor parm i̇zi hızl parmak koyduk an kilit açılıyor haparlör yeter seveye ürün eksi esk bir samsung kullanıcı olarak ui arayüz yavan örnek alarm widget yok hav dur gps ten kon bulmuyor şebek üzer görüntü görüş yapılamıyor kut iç kulaklık çıkmıyor telefon kulaklık giriş type c olduk var esk kulaklık ancak dönüştürücü kullanabilir göz tarama olmadık yaz okurken sürek kilit ekran devre giriyor pil değiştirme unut kargo kadıköy üsküdar gün kaplumbak getir iyi sipariş verdik gün sonr elim ulaş gebz üsküdar hepsibura dan yaptık son alışveriş kargo maalesef sorun olt telefon hepsiexpress getir ürün kadıköy e perşemp civar giriş yap üsküdar a ban ancak pazarte ulaştırıl cum gel siz ulaşa yalan başka bir vehamet hepsibura kargo konu acilen tedbir alma
Olumlu,şık sağla kalite kibar çen iyi duruyor istedik zaman çentik kapatabilir kamera ön ark olarak süper işlemç süper hızl oyun kasm donm kesinlik yok pubg ağır oyunlarda süper performans ısın yok sade jarj olurken biraz ısınıyor normal sıcaklık hızl jarj edildik performans olarak iyi ekran amoled olduk iyi oyum film süper bir grafik çıkıyor parmak iz hızl özellik var şimt saymak bitiremice bun dola girm ora ürün sağla iyi bir şekil gelt kutu kulaklık çıkmıyor xiaomi nin zaten telefon kulaklık çıkmıyor haber ols kulaklık dönüştürücü çıkıyor telefon eksiks kusurs samsung s dan iyi uç gidip özellik iphone samsung al bin tl verir benç bun al nam gidip iphone filan almay alacak olan hayır ols şimdi pişman olmıcak kesinlik em iyi gün
Olumlu,sen önç ilk xiaomi aldık çin mal vs öten bugü xiaomi almak istiyor bun sebep bell uygun fiyat kalite ürün huawei yi türki ilk kullanan on aynı diyor xiaomi dek premium hiss benzer hiçbir telefon yok xiaomi telefon kullanıyor mi mi s plus mi bun fiyat _ düşme bekliyor
Olumlu,fiyat rağmen şuan piyasa iyi f p ürün telefon haf kullanıyor yem eder uçak ufak bir bekle yok anın tepk eks yan bölg seçim tr seçildik yüz tan özellik deaktif oluyor telefon bölg olarak hindistan seçme lazım
Olumlu,fiyat performans olarak değerlendirildik s i̇phone x e gerek kalmıyor bir kaç yazılımsal eksik var miui la gideriliyor eksiklik i̇çinden silikon kılıf çıkıyor
Olumlu,kullandık kullandırdık xiaomi heps memnu memnu fiyat gör alınabilecek bir kaç telefon bir gün rahat ye batarya hızl akıç arayüz sürek güncelle destek i̇yi kamera
Olumlu,ürün haftadir ben müthiş bir performans i var fiyat yük diyen le var fiyat bant hangi telefon özellik var ürün u kesinlik tavsi ediyor
Olumlu,harika
Olumlu,tek kelime mükemmel
Olumlu,telefon özellik olarak iyi i̇phone x i geç dur fakat pazarte sabah verdik sipariş perşemp gün elim ulaş i̇stanbul olma rağmen fiyat sipariş olma rağmen kargo bir kargo bede al ürün puan hepsibura
Olumlu,ürün al gün son elim ulasti bekledik değil arayüz halen alışa sade geliyor klavye olarak google klavye kullaniyor sistemsel olarak tl baz telefo kali hiss veriyor amiral gemi telefon kullanıyor bi his vermiyor kamera övdü memnu değil çektik fotoğraf kent piksel ekliyor dese birbir mi giriyor piksel dese bile portre mot yüz tan problem var bun önç note kullanici it samsung kalite yok kes soyleyebilir şuan keşk diyor macera atilmayip note alsaydim
Olumsuz,telefon numara hepsibuar numara aras kargo lanet ols puanum düşük
Olumlu,ye almış süper ürün sırf fiyat yüz düşük puan veren git plus p kullan fiya alabileceğıniz yazil desteg olan iyi ürün xiaomi can
Olumlu,kişi gör fiyat paha gel başka marka öner olabilir önerdik model gör bun performans iyi ister antu benchmark karşılaştır yapabilir
Olumlu,efsane telefon alabilecek dur al önerir
Olumlu,telefon süper arkadaş sade aras kargo sik yaşa telefon bı sık bı ha yokt gönül rahatlık alabilir
